"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90"
1,1.97530864197531,1,2.00942742460135,1,0.305903468726833,1,0.298204876690101,1,0.298304780791795,1,1.86426116575233,1,1.73710658300073,1,0.261461767008241,1,0.25591705655337,1,0.255859005390301,1,2.03214100570244,1,1.95166964654374,1,0.301526864351371,1,0.293969483702396,1,0.293864814719188,1,2.54215304798962,1,7.78016535925707,1,0.630174423277872,1,7.72449316453431,1,7.5556577869145,1,2.20586067760559,0,9.09014847109154,1,0.55579888389571,0,8.73044602704073,0,8.71269313695393,1,2.60551678298438,1,15.7654087051521,1,0.63739837398374,1,15.9159168651479,1,16.8282294364007,1,2.05450733752621,1,1.96992925349219,1,0.357794815626141,1,0.458451496305837,1,0.459963487363059,1,1.84601391127515,1,1.73912790731159,1,0.308339653300182,1,0.395281453856299,1,0.395273690772866,1,2.08566108007449,1,2.07969800785314,1,0.354638802189352,1,0.444935062482764,1,0.44468287137227
1,2.10244033252883,1,2.03159072068298,0,0.291341508732813,0,0.268920560933836,0,0.268206737909512,1,1.81930309905413,1,1.78811772827861,1,0.252844716257774,1,0.243402260338368,1,0.243330962309207,1,2.09401709401709,1,2.11152498839289,0,0.292744856428065,1,0.275996434463729,1,0.27623470697282,1,2.36929585977637,1,47.6304508704131,1,0.694481353529985,1,47.0101455090348,1,46.1746939796493,1,2.16161705369946,1,24.6619462504262,1,0.630948719047486,1,24.083643613504,1,24.1019830260865,1,2.27444154337105,1,17.2797109510783,1,0.709566476604218,1,17.4899620366574,1,17.2937607426167,1,2.10244033252883,1,2.05987555012568,1,0.370108105556342,1,0.525817268384078,1,0.528484184446447,1,1.84150777479523,1,1.80633218375344,1,0.3210686700558,1,0.401699382249116,1,0.401657240573264,1,2.12121212121212,1,2.05651854079589,1,0.370580449990546,1,0.436356320831082,1,0.436250741215111
1,2.08732694355698,1,2.02894779561369,1,0.288129364204337,1,0.273878942423444,1,0.273351368473916,1,1.80048771298594,1,1.74694533353099,0,0.244433854112035,0,0.241270917351098,0,0.241241229880789,1,2.05289342759885,1,1.9968597735225,1,0.28787544980539,1,0.280112074036931,1,0.279296757217885,1,2.54710851202079,1,10.6573127670581,1,0.761460761460761,1,10.4956413854916,1,10.6991987043715,1,2.14522564476145,1,6.36075126634425,1,0.648299356981762,1,6.15891624787616,1,6.15595335895953,1,2.56209150326797,1,4.95016535936319,1,0.728759992563674,1,4.55904268435724,1,4.48932923342759,1,2.16874135546335,1,2.02528051923003,1,0.346871958233785,1,0.475538854562001,1,0.476948447907902,1,1.88601087935278,1,1.77134109469299,1,0.30012107879901,1,0.449461101574825,1,0.449399938228252,1,2.17415418746534,1,2.04735783786814,1,0.350125044658807,1,0.51895668631979,1,0.517199870987673
1,2.01801801801802,1,2.03037864421466,0,0.287938886440429,1,0.300066406246484,1,0.299435163863605,1,1.79620083747884,1,1.73874622242752,1,0.246510516852558,1,0.243625777392177,1,0.243590940495221,1,2.00871124775813,1,1.98867500519885,1,0.2908875037103,1,0.275503428809819,1,0.275176284378731,1,2.37144585601936,1,6.59065164670012,1,0.536288391818866,1,6.38937744709546,1,6.30813293934555,1,2.11515238805919,1,9.27850592473307,1,0.48081857982225,1,9.13374538392633,1,9.13015967051373,1,2.46540880503145,1,6.95046823217018,1,0.542861099570697,1,6.71612843592234,1,6.64517619481995,1,2.09737827715356,1,2.23661295642689,1,0.367867867867868,1,1.00107786253874,1,1.0210156951718,1,1.8385158856404,1,1.82766881066658,1,0.314947544562111,1,0.579189139560419,1,0.578896864032815,1,2.13682202234941,1,2.03052030235863,1,0.364786897450214,1,0.536316680098966,1,0.535620678297777
1,2.11777417612102,1,2.03472514515761,1,0.28892574166206,1,0.290874154646336,1,0.290412851629198,1,1.80912314566214,1,1.75624683821602,1,0.250688198407547,1,0.24975437071141,1,0.249659584431837,1,2.01490619378052,1,2.01085216794778,1,0.292188431723315,1,0.286279246207262,1,0.285650951747296,1,2.34379671150972,1,40.8998045809466,1,1.31654072208228,1,41.6361318807117,1,41.1107631578693,1,2.13108573938167,1,61.0678887378493,1,1.17814318335416,1,60.5259713831309,1,60.5087755716486,1,2.35011990407674,1,121.782949305314,1,1.38564863909509,1,121.507680452005,1,121.388032980809,1,2.17054263565891,1,2.04655198466868,1,0.358334475981535,1,0.389542243296832,1,0.389951939768441,1,1.83702358378517,1,1.77823270635603,1,0.30922435513367,1,0.367467905682933,1,0.367333823146919,1,2.13682202234941,1,2.01215226336832,0,0.347240676764992,1,0.450023254663803,1,0.44615112653016
1,2.01025641025641,1,1.97421857629077,1,0.293369256099386,1,0.293803301283522,1,0.293548691016148,1,1.82959826614659,0,1.74463769875022,1,0.254379347557978,1,0.24945316491541,1,0.249446036220964,1,2.11777417612102,1,2.05023744153793,1,0.29251548391911,1,0.298825968798947,1,0.298718591256549,1,2.42424242424242,1,5.17217529345601,1,0.62534896705751,1,4.57772352044082,1,4.65981049573141,1,2.01353474663998,1,6.52724002556832,1,0.540404263424865,1,6.19938150114447,1,6.19625970607151,1,2.32917409387998,1,5.05540488150511,1,0.608459448971672,1,4.44553659202067,1,4.54684439308164,1,2.19977553310887,1,2.06211568607763,1,0.35258139953229,1,0.44241014275548,1,0.444067084418353,1,1.88130761032696,1,1.77154318482923,1,0.314509874266722,1,0.391346830430168,1,0.390570510089663,1,2.0773714891362,1,2.06534919926283,1,0.362459546925566,1,0.441390595573593,1,0.440710803039676
1,2.10752688172043,1,1.99007941176125,1,0.294029402940294,1,0.289126175850163,1,0.289119183006197,1,1.79620083747884,1,1.72698239105841,1,0.253951195604054,1,0.245542644879524,1,0.245278740656717,1,2.06098843322818,1,2.03676581399341,1,0.29101707498144,1,0.274979302418793,1,0.274732487997533,1,2.47240618101545,1,15.3316514374816,1,0.69429684732554,1,15.1840096397633,1,15.1709607316094,1,2.01712393513666,1,22.4898619644731,1,0.591380469094155,1,22.4682795114442,1,22.4629133101815,1,2.45845092505488,1,27.0945209040234,1,0.690809762974711,1,26.97715479989,1,26.9679846123658,1,2.19792542753014,1,2.01023361573119,1,0.348630380647456,1,0.515908126661814,1,0.5109667179663,1,1.90827407691681,1,1.7520547547016,1,0.302852007924974,1,0.417984363015308,1,0.417658026887405,1,2.17234691050152,1,1.98410433931635,0,0.348073166400284,0,0.486238738919407,0,0.487688608426485
0,2.09737827715356,0,2.03576528420173,1,0.287653641533664,1,0.283651256297063,1,0.285371919846305,1,1.88444051225923,1,1.76296284685431,1,0.249472338538727,1,0.248337045686436,1,0.248198803327283,1,2.11263810293721,1,2.06574218464861,1,0.289919384660898,1,0.271786627051101,1,0.271670954377647,1,2.38660578386606,1,2.93759822058496,1,0.534096328087744,1,2.13192984138334,1,2.13349675911475,1,2.10531446997519,1,3.01259470350128,1,0.46197449586106,1,2.44293933267582,1,2.4429705158064,1,2.45614035087719,1,3.20227267859522,1,0.533115735074119,1,2.37315425301316,1,2.36069234915034,1,2.28238719068413,1,2.0971867391972,1,0.340899208626837,1,0.436872114814182,1,0.437184138180518,1,1.93602485476761,1,1.78980505174604,0,0.297791191476754,1,0.410405852495674,1,0.410365571739928,1,2.21468926553672,1,2.13845462499152,1,0.34444883792452,0,0.517577879879565,0,0.518434442312054
1,2.11949175452825,1,1.96198763988295,1,0.286801287679251,1,0.280863380322412,1,0.280481334469679,1,1.82370109204136,1,1.71284104418602,1,0.246456828402846,1,0.243271994760953,1,0.2431011474167,1,2.11263810293721,1,1.93460661068539,1,0.286864251738017,1,0.278493019040951,1,0.278261577214988,1,2.31268436578171,1,42.6618103438919,1,2.92974588938714,1,45.7146343638645,1,43.6354092194842,0,2.09362909826395,1,63.774382014135,0,2.6501323831655,1,68.8777251973984,1,68.9318672065179,1,2.26458694396303,1,42.584796873221,1,2.94958615500376,1,41.4419360124908,1,42.1360638624047,1,2.02270381836945,1,1.97358421489609,1,0.382905982905983,1,0.420771974325233,1,0.420215512475914,1,1.73160907056108,1,1.73462706982663,1,0.33146061148555,1,0.386252146900193,1,0.386203994659862,0,2.11605937921727,0,1.95555098989568,1,0.384993125122766,1,0.421952208292703,1,0.418876614507488
1,2.14032214032214,1,2.11291709489047,1,0.294294294294294,1,0.303693062039969,1,0.303761682199276,1,1.88444051225923,1,1.76363074172612,1,0.254981191440213,1,0.253619745725199,1,0.253578936021619,1,2.11263810293721,1,2.04364275899417,0,0.295191837042057,1,0.282920306705495,1,0.281489704183915,1,2.55958210904342,1,9.00407416799688,1,0.669913697342562,1,8.61475793020871,1,9.14257507397886,1,2.22976655687028,1,9.02676251669936,1,0.587237430000865,1,8.76459177486648,1,8.76383437051274,1,2.52252252252252,1,8.97514189643945,1,0.673192512450627,1,8.66412971000426,1,8.76570887724197,1,2.10075026795284,1,2.03361065950758,1,0.36125702700212,1,0.427595614780203,1,0.428434888160094,1,1.82370109204136,1,1.78684509304325,1,0.320977599662932,1,0.407204497236769,1,0.407018392068028,1,2.14207650273224,1,2.08356981441244,1,0.360261005422296,1,0.446116658260575,1,0.439992541809549
1,2.14032214032214,1,2.07050498926324,1,0.291373991898019,1,0.28956403641603,1,0.289460092546372,1,1.8385158856404,1,1.73476035547741,1,0.248841457418728,1,0.249885312017957,1,0.249621231007629,1,2.15443803242649,1,2.04515174551312,1,0.289469797666519,1,0.301556244570978,1,0.301724628978338,1,2.31268436578171,1,4.21916068037843,1,0.496642594704168,1,3.77340449502238,1,3.98977143167033,1,2.06686123764688,1,3.78735483188269,1,0.43632409007583,1,3.38506337388096,1,3.38303524557559,1,2.42199567500772,1,4.65642459583021,1,0.511715945434371,1,4.17465067744382,1,4.07938875993953,1,2.1455938697318,1,2.1111841837842,1,0.37715880117381,1,0.52300010461787,1,0.517076550688403,1,1.86733750430968,1,1.78120126866678,1,0.324847575028468,1,0.427524427333006,1,0.427490640333188,1,2.1850613154961,1,1.95800126272554,1,0.37515551727438,1,0.468500987261724,1,0.462910193343258
1,2.08899547029043,1,2.02144332137498,1,0.296598948284342,1,0.292367242313654,1,0.291772813499538,1,1.72369615782432,1,1.72711406240197,1,0.257534485118722,1,0.249278677875301,1,0.249277732258628,1,2.12985601738658,1,2.02060788438559,1,0.295692841517689,1,0.288919808719956,1,0.287000423264535,1,2.34590065828845,1,29.3736897192865,1,0.742846314193671,1,29.3517833242145,1,29.3154486520417,1,2.1014048795017,1,42.9559632130353,0,0.649415510824486,1,42.5806283257611,1,42.5737824091299,1,2.27444154337105,1,28.9451769108886,1,0.728556825573832,1,28.7417997419255,1,28.8167988237296,1,2.08233731739708,1,1.97457304336688,1,0.361007505640742,1,0.468132130492863,1,0.470533702195602,1,1.86426116575233,1,1.73089679064084,1,0.314597310984617,1,0.397790228308316,1,0.397754958368511,1,2.10582863282299,1,1.96443573348714,1,0.368490317728896,1,0.455175384354173,1,0.4537816966087
1,2.02427059127291,1,2.05843319662291,1,0.292843269087106,1,0.285771450815584,1,0.28596288909154,1,1.74361560494864,1,1.76355694041916,1,0.25121690034669,1,0.242512848209395,1,0.242512045606678,1,2.03530633437176,1,2.08728701839428,1,0.288606662985459,1,0.293418192751458,1,0.295296069884344,1,2.52740167633785,1,22.3262167421268,1,0.846835169583063,1,22.0574036206269,1,22.1696741539575,1,2.33561718805298,1,31.1142013669586,1,0.715075214920484,1,31.6069044271246,1,31.6483299289024,1,2.74509803921569,1,22.0642897881644,1,0.835464620630861,1,21.6055240078873,1,21.8344783175518,1,2.09066666666667,1,2.04801443518733,1,0.354254213546609,1,0.449096768490656,1,0.449584763533687,1,1.84300737396037,1,1.79011764742282,1,0.307752659127459,1,0.386830863048388,1,0.386453901516629,1,2.10582863282299,1,2.08867362412744,1,0.361456892577224,1,0.44543139388108,1,0.445763227934424
1,2.12121212121212,1,2.03085830917959,1,0.300245098039216,1,0.286295938878209,1,0.286916005430226,1,1.84450941745993,1,1.76436854945357,1,0.253951195604054,1,0.251133966825547,1,0.251103160250301,1,2.18141346688926,1,2.09528397375992,1,0.29522518451574,1,0.290700539988125,1,0.292132448180522,1,2.51040666026257,1,30.0968112933609,1,2.90693362995921,1,28.3541689883829,1,29.4729906692329,1,2.06121407579539,1,44.9822836607541,1,2.49252539121512,1,41.2084542876913,1,41.1081664398385,1,2.4400871459695,1,30.3837283686687,1,2.89726533628973,1,31.6009580542227,1,30.7110343824244,1,2.2241134751773,1,2.09446561973177,1,0.339923690600069,1,0.42898518362441,1,0.430542200351807,1,1.90345925586487,1,1.79498991643949,1,0.29708756303798,1,0.388393787099466,1,0.388395926123457,1,2.2184493491794,1,2.07324130641493,1,0.343498072204697,1,0.435133667294329,1,0.435378004704686
